,subject_id,irq-catch-1,irq-manipulation-1,irq-manipulation-2,irq-manipulation-3,irq-manipulation-4,irq-manipulation-5,irq-manipulation-6,irq-manipulation-7,irq-manipulation-8,irq-ortho-1,irq-ortho-2,irq-ortho-3,irq-ortho-4,irq-ortho-5,irq-ortho-6,irq-ortho-7,irq-verbal-1,irq-verbal-10,irq-verbal-11,irq-verbal-12,irq-verbal-2,irq-verbal-3,irq-verbal-4,irq-verbal-5,irq-verbal-6,irq-verbal-7,irq-verbal-8,irq-verbal-9,irq-visual-1,irq-visual-10,irq-visual-2,irq-visual-3,irq-visual-4,irq-visual-5,irq-visual-6,irq-visual-7,irq-visual-8,irq-visual-9,osivq-catch-1,osivq-catch-2,osviq-object-1,osviq-object-10,osviq-object-11,osviq-object-12,osviq-object-13,osviq-object-14,osviq-object-15,osviq-object-2,osviq-object-3,osviq-object-4,osviq-object-5,osviq-object-6,osviq-object-7,osviq-object-8,osviq-object-9,osviq-spatial-1,osviq-spatial-10,osviq-spatial-11,osviq-spatial-12,osviq-spatial-13,osviq-spatial-14,osviq-spatial-15,osviq-spatial-2,osviq-spatial-3,osviq-spatial-4,osviq-spatial-5,osviq-spatial-6,osviq-spatial-7,osviq-spatial-8,osviq-spatial-9,osviq-verbal-1,osviq-verbal-10,osviq-verbal-11,osviq-verbal-12,osviq-verbal-13,osviq-verbal-14,osviq-verbal-15,osviq-verbal-2,osviq-verbal-3,osviq-verbal-4,osviq-verbal-5,osviq-verbal-6,osviq-verbal-7,osviq-verbal-8,osviq-verbal-9,vviq-1,vviq-10,vviq-11,vviq-12,vviq-13,vviq-14,vviq-15,vviq-16,vviq-2,vviq-3,vviq-4,vviq-5,vviq-6,vviq-7,vviq-8,vviq-9,time_elapsed,attention_accuracy_questionnaires,vviq_sum,vviq_z,osivq_verbal_mean,osivq_visual_mean,osivq_spatial_mean,irq_verbal_mean,irq_visual_mean,failed_check_count,z_osivq_verbal_mean,z_osivq_visual_mean,z_osivq_spatial_mean,z_irq_verbal_mean,z_irq_visual_mean
323,153394,1,3,5,5,5,4,3,3,3,3,3,4,4,3,3,4,4,5,5,4,5,3,5,4,4,3,5,4,3,5,3,3,5,4,3,4,4,3,5,1,3,2,4,2,2,4,4,5,5,1,3,3,3,4,4,3,3,4,3,4,3,3,1,3,3,5,4,3,5,3,1,5,4,3,5,3,4,4,5,2,4,2,4,4,4,4,3,5,5,3,3,3,3,4,4,4,3,3,3,3,2,425295,1,55,-0.032514050351620444,3.6,3.2666666666666666,3.3333333333333335,4.25,3.7,0,1.276132474086359,0.02511004730431525,1.0931849772680198,0.8964989457722923,0.3077362935214812
324,153442,1,2,5,2,5,3,5,4,5,1,1,2,4,5,2,1,3,5,1,5,4,2,4,1,3,5,2,5,5,1,5,3,3,5,5,5,5,2,5,1,3,4,1,4,1,4,4,4,2,1,2,3,3,4,4,4,3,2,2,1,3,1,3,2,1,1,2,1,5,1,5,2,4,1,4,5,4,4,1,5,5,2,5,1,1,5,4,5,4,5,4,5,5,5,5,5,5,4,5,4,5,880640,1,75,1.3660355127180832,3.2666666666666666,2.933333333333333,2.1333333333333333,3.3333333333333335,3.9,0,0.5637656067992555,-0.49001518783567777,-1.2086913144887923,-0.4669080237892359,0.5860456157013609
325,153454,1,3,4,2,4,3,2,3,4,5,1,2,1,5,4,5,4,4,3,3,5,4,4,4,4,5,4,5,5,4,5,5,4,4,5,5,5,5,5,1,4,5,4,5,4,4,4,4,5,5,5,5,5,4,4,2,2,4,4,2,3,3,2,2,3,3,4,3,2,2,1,2,2,2,2,4,1,1,1,5,3,2,2,2,2,4,4,4,4,4,4,4,3,5,3,4,3,4,4,4,4,661062,1,62,0.4569782967227758,2.1333333333333333,4.466666666666667,2.7333333333333334,4.083333333333333,4.7,0,-1.858281741976896,1.8795608938082895,-0.05775316861038625,0.6486067694883776,1.6992829044208817
328,153715,1,5,3,4,5,2,2,3,4,4,1,4,1,4,4,4,4,1,2,4,2,3,3,5,2,4,4,4,4,2,4,2,4,4,4,3,4,4,5,1,3,2,1,4,3,3,3,4,2,1,2,4,2,4,4,3,1,3,1,3,4,1,2,1,3,1,4,2,3,1,2,3,3,3,4,4,4,2,2,3,4,4,4,4,1,4,4,4,4,3,3,4,3,4,3,5,4,4,4,4,4,451647,1,61,0.38705081856929063,3.1333333333333333,2.8,2.2,3.1666666666666665,3.5,0,0.2788188598844142,-0.6960652818916748,-1.08080929828008,-0.7148002000731506,0.02942697134160086
333,154006,1,1,5,1,1,2,3,2,3,1,2,3,2,2,4,5,4,5,5,5,5,5,5,5,4,5,5,3,5,5,5,3,4,5,5,5,5,5,5,1,4,2,5,4,1,2,5,5,3,1,5,4,2,2,5,1,1,2,4,2,4,1,3,2,1,1,2,2,1,2,1,2,3,2,3,4,1,3,3,4,4,2,3,2,2,4,3,3,3,3,4,4,4,3,4,3,4,4,5,4,4,565600,1,59,0.24719586226232027,2.6,3.3333333333333335,1.9333333333333333,4.666666666666667,4.7,0,-0.860968127774951,0.12813509433231413,-1.5923373631149276,1.5162293864820784,1.6992829044208817
335,154240,1,2,4,1,4,4,2,2,1,3,1,3,1,3,3,4,2,5,4,4,4,4,4,4,2,4,4,2,2,4,4,2,2,2,4,2,4,3,5,1,2,4,2,4,3,3,2,4,2,2,4,4,3,3,2,2,1,2,4,3,3,2,3,1,3,3,2,2,2,1,2,3,2,2,4,4,3,3,1,1,2,4,2,2,2,3,2,2,2,3,4,4,4,2,2,3,2,2,4,4,3,553238,1,46,-0.661861353732987,2.466666666666667,2.933333333333333,2.2666666666666666,3.5833333333333335,2.9,0,-1.1459148746897923,-0.49001518783567777,-0.9529272820713689,-0.09506975936336451,-0.8055009951980395
337,154321,1,4,5,4,5,5,4,3,4,4,1,1,1,2,1,3,4,5,4,4,4,5,5,4,1,5,4,4,3,1,4,3,3,4,4,4,3,4,5,1,3,1,2,4,2,4,4,4,3,1,3,4,2,3,4,3,2,4,3,4,4,1,1,1,2,2,4,4,2,1,4,2,2,1,2,3,4,3,3,4,4,3,4,2,2,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,709758,1,61,0.38705081856929063,2.8666666666666667,2.933333333333333,2.533333333333333,4.083333333333333,3.3,0,-0.29107463394526845,-0.49001518783567777,-0.44139921723652187,0.6486067694883776,-0.2488823508382795
339,154459,1,4,3,3,4,5,1,4,4,4,3,5,5,4,5,5,2,1,1,5,5,5,5,5,4,5,4,3,5,4,5,4,5,4,4,5,4,5,5,1,4,2,3,5,2,4,2,4,5,1,5,4,4,4,4,2,1,3,3,5,3,1,1,1,3,1,4,1,2,1,5,3,4,2,5,5,5,4,5,3,4,1,3,5,1,4,4,3,3,3,4,5,4,5,4,2,5,5,5,5,4,506103,1,65,0.6667607311832313,3.6666666666666665,3.533333333333333,2.1333333333333333,3.75,4.5,0,1.4186058475437793,0.4372102354163094,-1.2086913144887923,0.15282241692054951,1.4209735822410015
341,154543,1,4,5,4,5,4,3,3,4,1,1,1,1,3,3,4,2,5,2,2,4,4,4,5,3,5,4,5,4,2,5,4,4,4,5,4,5,3,5,1,4,4,3,5,4,2,4,5,5,1,3,5,4,4,3,2,3,4,3,2,5,2,1,2,3,2,4,2,2,2,4,3,2,2,3,4,4,3,3,5,2,1,2,2,1,2,3,3,4,3,4,3,4,2,2,3,3,4,4,3,3,24742372,1,50,-0.38215144111904636,2.7333333333333334,3.7333333333333334,2.6,3.75,4.0,0,-0.5760213808601098,0.7462853765003054,-0.3135172010278097,0.15282241692054951,0.7252002767913012
343,154567,1,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,2,3,3,3,4,3,3,3,3,3,3,3,2,1,3,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,300870,1,48,-0.5220063974260167,2.933333333333333,3.1333333333333333,2.933333333333333,3.0833333333333335,3.0,0,-0.14860126048784825,-0.18094004675168182,0.32589288001574857,-0.8387462882151073,-0.6663463341080994
347,154723,1,3,5,4,4,4,2,3,3,1,1,1,1,1,1,5,5,4,1,4,2,1,4,4,2,3,4,4,4,3,3,3,4,5,4,4,4,4,5,1,4,3,4,5,5,5,5,5,5,1,1,3,4,3,5,3,3,3,2,5,4,3,2,4,3,1,2,4,1,2,2,1,4,1,3,2,5,5,4,2,3,1,5,1,2,4,5,4,5,4,4,5,5,4,5,5,4,5,4,5,4,420532,1,72,1.1562530782576277,2.7333333333333334,3.8666666666666667,2.8,3.1666666666666665,3.8,0,-0.5760213808601098,0.9523354705563024,0.07012884759832506,-0.7148002000731506,0.44689095461142075
348,154792,1,5,4,2,1,3,2,4,4,3,1,4,3,3,2,4,4,2,3,4,3,4,4,3,3,3,4,1,4,3,3,2,3,3,4,3,3,3,5,1,4,3,4,4,3,3,2,4,4,2,3,3,3,4,4,3,3,2,4,3,3,3,1,3,4,4,4,4,4,2,4,4,4,3,4,4,3,3,4,3,3,4,2,3,3,2,4,5,3,3,4,4,3,3,1,3,4,4,4,4,1,272031,1,52,-0.24229648481207597,3.4,3.3333333333333335,3.1333333333333333,3.1666666666666665,3.1,0,0.8487123537140968,0.12813509433231413,0.7095389286418842,-0.7148002000731506,-0.5271916730181593
349,154945,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,2,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,5,1,2,2,3,4,4,2,4,2,1,1,2,4,5,1,4,5,1,4,4,4,3,3,3,2,4,3,2,2,4,3,4,2,3,2,4,3,2,1,3,4,5,3,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,183783,0,80,1.715672903485509,2.8666666666666667,2.7333333333333334,3.1333333333333333,3.1666666666666665,3.1,1,-0.29107463394526845,-0.799090328919673,0.7095389286418842,-0.7148002000731506,-0.5271916730181593
353,155275,1,4,4,4,4,2,3,5,4,3,2,2,4,4,3,3,3,2,2,4,4,3,4,3,3,3,4,2,4,4,4,4,4,5,4,4,4,4,3,1,4,3,4,4,4,5,4,3,2,3,4,4,4,4,2,4,4,4,4,4,2,4,4,3,4,4,4,4,3,4,4,3,3,3,5,3,2,4,4,2,4,3,4,2,3,4,3,4,5,4,4,4,5,4,4,4,3,5,5,5,4,558188,0,67,0.8066156874902017,3.2666666666666666,3.6,3.7333333333333334,3.0833333333333335,4.1,1,0.5637656067992555,0.5402352824443083,1.8604770745202903,-0.8387462882151073,0.8643549378812406
362,155824,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,5,3,3,3,4,4,4,3,5,4,4,4,4,4,3,3,238722,1,60,0.3171233404158055,2.933333333333333,3.066666666666667,3.2666666666666666,3.25,3.0,0,-0.14860126048784825,-0.28396509377968,0.9653029610593077,-0.5908541119311932,-0.6663463341080994
363,155830,1,2,5,3,5,4,5,5,5,5,3,4,5,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,3,5,5,5,5,5,5,5,1,5,5,5,5,1,2,5,4,5,2,2,3,3,5,3,2,2,1,3,5,4,1,1,5,2,1,2,5,1,2,5,1,4,2,2,4,1,5,1,5,3,5,1,1,1,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,605163,1,62,0.4569782967227758,2.7333333333333334,3.6666666666666665,2.466666666666667,4.833333333333333,4.7,0,-0.5760213808601098,0.6432603294723064,-0.5692812334452332,1.7641215627659916,1.6992829044208817
369,156025,1,2,5,4,5,4,3,5,5,4,1,1,1,1,1,5,5,5,2,3,5,3,3,2,1,4,2,5,5,2,5,4,5,5,3,2,5,3,5,1,4,4,2,5,3,3,2,5,4,2,3,3,4,5,4,2,3,3,2,4,2,2,1,2,1,4,2,3,2,2,4,1,3,2,3,3,1,2,3,3,3,1,4,5,2,4,3,3,3,3,4,4,5,3,4,4,4,4,4,4,2,620798,1,58,0.17726838410883508,2.6666666666666665,3.533333333333333,2.3333333333333335,3.3333333333333335,3.9,0,-0.7184947543175308,0.4372102354163094,-0.8250452658626567,-0.4669080237892359,0.5860456157013609
373,156313,1,4,1,1,2,2,3,5,5,4,3,4,3,3,4,4,4,2,3,3,3,3,3,4,4,4,5,4,5,2,3,5,5,4,4,4,4,5,5,1,4,3,3,3,4,4,3,2,5,3,4,2,4,4,3,1,2,1,5,4,4,3,2,2,3,4,4,3,3,2,4,3,4,2,3,4,1,4,2,5,4,3,3,3,3,4,3,3,2,5,4,3,4,4,4,3,5,5,5,5,4,310007,1,63,0.526905774876261,3.2,3.4,2.8666666666666667,3.5,4.1,0,0.4212922333418353,0.23116014136031232,0.19801086380703722,-0.21901584750532185,0.8643549378812406
374,156430,1,3,5,2,5,4,4,2,5,3,3,3,4,4,5,5,4,5,4,5,5,5,5,5,3,5,4,4,4,2,5,4,4,5,5,4,4,4,5,1,4,3,3,4,4,3,2,3,5,4,4,5,4,4,5,3,1,2,4,1,4,2,1,1,3,2,3,3,2,2,4,2,3,2,2,4,2,3,3,4,4,4,5,1,5,4,4,4,3,3,4,4,4,2,2,4,4,4,3,3,4,723386,1,56,0.03741342780186473,3.2,3.8,2.2666666666666666,4.5,4.1,0,0.4212922333418353,0.8493104235283035,-0.9529272820713689,1.2683372101981636,0.8643549378812406
378,156973,1,1,3,2,3,2,3,4,4,2,3,4,4,3,4,4,3,5,3,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,5,1,3,4,4,3,4,3,3,5,4,3,3,3,4,3,4,1,1,2,3,2,2,1,2,1,2,3,1,1,3,2,4,4,4,4,4,4,2,3,3,4,3,4,2,2,3,4,2,3,5,2,3,2,2,3,5,5,3,4,2,4,5,439996,1,54,-0.10244152850510563,3.3333333333333335,3.533333333333333,1.8,3.8333333333333335,3.8,0,0.7062389802566766,0.4372102354163094,-1.848101395532351,0.2767685050625069,0.44689095461142075
379,156988,1,1,4,1,4,1,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,3,4,4,3,2,4,4,4,3,4,5,1,4,2,2,3,2,5,3,4,1,1,4,2,4,2,4,2,4,1,5,2,3,2,5,4,2,2,2,2,2,3,1,2,4,2,3,5,1,2,2,1,2,2,3,2,5,3,3,4,4,4,3,3,3,4,2,3,4,5,5,4,4,235054,1,58,0.17726838410883508,2.466666666666667,2.8666666666666667,2.7333333333333334,4.166666666666667,3.5,0,-1.1459148746897923,-0.593040234863676,-0.05775316861038625,0.7725528576303355,0.02942697134160086
380,156991,1,4,3,3,2,3,4,5,2,4,4,4,4,3,4,5,3,3,4,3,2,5,3,3,5,3,3,3,2,4,3,4,3,4,2,4,3,3,5,1,3,3,3,4,3,3,5,2,2,3,4,3,3,2,3,2,3,2,2,2,2,2,1,2,2,3,2,2,3,2,4,3,2,4,3,3,3,3,1,5,2,4,3,2,4,4,4,4,2,4,2,1,3,3,2,4,4,2,2,5,2,560103,1,48,-0.5220063974260167,3.066666666666667,3.066666666666667,2.1333333333333333,3.3333333333333335,3.2,0,0.13634548642699398,-0.28396509377968,-1.2086913144887923,-0.4669080237892359,-0.38803701192821904
381,157189,1,3,4,1,5,3,4,4,5,3,2,4,3,3,3,3,3,4,4,4,3,4,4,4,3,3,3,3,4,3,3,3,3,3,3,4,3,3,5,1,4,2,3,4,3,3,3,4,5,4,3,3,3,3,4,1,4,1,3,5,1,3,4,1,3,3,4,3,3,3,4,3,4,3,3,3,2,3,5,2,4,3,3,3,4,4,4,3,5,3,3,3,3,3,3,3,3,4,3,3,3,232731,1,53,-0.1723690066585908,3.2666666666666666,3.4,2.8,3.5,3.2,0,0.5637656067992555,0.23116014136031232,0.07012884759832506,-0.21901584750532185,-0.38803701192821904
382,157210,1,3,5,2,2,5,4,3,1,3,2,4,2,3,4,4,4,2,4,3,5,2,1,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,5,1,4,4,4,5,2,4,4,4,3,3,2,5,4,4,4,2,2,4,2,4,4,2,2,2,3,4,3,3,3,3,4,2,3,2,3,4,4,2,4,3,3,2,2,1,3,3,5,4,4,5,5,4,4,4,4,5,3,1,4,4,5,815567,1,64,0.5968332530297462,2.8,3.7333333333333334,2.8666666666666667,3.5,3.9,0,-0.43354800740268956,0.7462853765003054,0.19801086380703722,-0.21901584750532185,0.5860456157013609
384,157483,1,1,2,2,4,2,2,4,4,3,2,2,2,2,2,2,4,4,2,4,4,3,4,3,4,4,5,4,4,3,2,3,4,4,4,4,3,2,5,1,4,4,3,4,2,2,4,3,3,2,3,1,3,3,4,1,4,2,2,3,3,1,3,1,1,2,3,2,2,1,4,3,4,2,5,4,2,4,3,4,4,5,4,1,3,4,2,4,4,3,4,3,3,3,4,2,3,4,4,4,4,77640227,1,55,-0.032514050351620444,3.466666666666667,3.0,2.066666666666667,3.75,3.3,0,0.9911857271715179,-0.38699014080767885,-1.3365733306975036,0.15282241692054951,-0.2488823508382795
388,157621,1,4,3,4,4,5,3,4,3,4,1,3,1,5,4,4,4,5,3,3,4,3,3,4,4,3,4,3,5,2,5,3,3,4,4,4,3,4,1,1,4,3,3,4,4,3,4,4,4,2,2,5,5,4,4,4,3,1,4,4,4,3,2,2,2,2,4,4,2,3,5,3,4,2,1,4,4,4,5,3,5,4,1,5,3,4,5,5,5,4,4,5,5,4,3,5,3,5,5,5,4,1380387,0,71,1.0863256001041424,3.533333333333333,3.6666666666666665,2.933333333333333,3.5833333333333335,3.7,1,1.133659100628938,0.6432603294723064,0.32589288001574857,-0.09506975936336451,0.3077362935214812
389,157645,1,3,3,4,4,4,2,4,5,4,1,3,4,4,2,5,5,5,2,4,3,4,4,4,3,3,3,3,4,2,4,4,4,5,4,4,5,3,5,1,4,3,3,3,3,2,2,3,1,2,3,4,3,5,5,3,4,4,4,3,4,2,5,3,2,3,4,3,3,3,4,4,4,1,5,3,2,3,3,3,4,3,4,2,2,3,4,3,3,3,3,3,3,2,1,2,5,5,4,4,4,525170,1,52,-0.24229648481207597,3.1333333333333333,3.066666666666667,3.3333333333333335,3.5833333333333335,3.9,0,0.2788188598844142,-0.28396509377968,1.0931849772680198,-0.09506975936336451,0.5860456157013609
392,157828,1,3,4,2,4,4,2,3,3,4,3,2,1,4,5,4,4,4,5,5,4,5,5,4,4,4,5,4,3,2,4,2,3,3,3,3,4,4,5,1,3,4,3,4,3,4,4,5,4,2,2,4,4,4,4,2,2,2,4,3,4,3,3,1,4,2,4,3,3,2,4,3,4,2,3,4,1,5,3,5,4,3,4,1,2,4,4,4,5,4,4,3,4,4,3,5,5,4,4,3,5,487659,1,65,0.6667607311832313,3.2,3.6,2.8,4.416666666666667,3.1,0,0.4212922333418353,0.5402352824443083,0.07012884759832506,1.144391122056207,-0.5271916730181593
393,157846,1,1,3,1,4,2,2,2,3,3,2,2,1,2,3,4,3,4,4,4,5,5,3,4,3,4,4,3,4,2,4,4,3,4,4,4,5,3,4,1,4,3,4,4,4,4,3,5,4,1,3,4,4,4,4,1,3,1,4,3,4,2,1,1,3,3,2,2,3,4,1,2,4,2,4,4,1,3,2,4,4,2,3,2,3,5,3,3,3,3,3,4,3,4,3,4,4,4,3,3,4,1223741,0,56,0.03741342780186473,2.7333333333333334,3.6666666666666665,2.466666666666667,3.8333333333333335,3.7,1,-0.5760213808601098,0.6432603294723064,-0.5692812334452332,0.2767685050625069,0.3077362935214812
394,157861,1,4,5,4,5,2,5,4,4,4,4,4,2,3,4,4,4,3,4,4,4,4,5,4,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,1,4,3,4,5,3,5,5,4,4,2,4,3,5,3,4,4,2,5,4,2,4,3,2,2,3,4,4,4,1,3,3,2,4,4,4,4,4,4,3,4,3,2,3,3,3,4,4,5,5,4,4,3,3,4,3,4,3,3,4,5,3,771253,0,61,0.38705081856929063,3.3333333333333335,3.8666666666666667,3.1333333333333333,4.083333333333333,4.0,1,0.7062389802566766,0.9523354705563024,0.7095389286418842,0.6486067694883776,0.7252002767913012
397,158026,1,3,4,4,5,3,2,2,4,2,1,1,1,2,3,4,2,5,4,5,4,4,4,4,2,4,4,5,4,2,4,2,3,1,5,3,4,4,5,1,2,1,2,4,2,1,3,3,3,1,2,3,2,3,1,3,2,4,2,3,3,1,1,2,2,4,3,2,4,1,3,2,2,1,4,3,2,2,1,2,2,1,2,1,2,3,4,3,3,3,3,3,2,2,2,3,4,3,3,3,3,626196,1,47,-0.5919338755795018,2.0,2.2,2.466666666666667,3.9166666666666665,3.2,0,-2.1432284888917374,-1.6232907051436611,-0.5692812334452332,0.40071459320446357,-0.38803701192821904
398,158164,1,2,3,2,3,3,2,3,4,1,3,4,1,3,3,4,5,5,1,3,4,4,4,4,3,4,4,4,4,2,4,4,3,5,4,4,3,4,5,1,4,4,2,4,3,4,3,3,3,2,4,4,4,3,5,2,2,2,3,4,2,2,1,2,2,4,3,3,3,2,3,3,3,1,3,3,3,2,2,3,3,4,3,2,3,4,4,4,4,4,5,4,3,4,4,5,4,3,3,4,3,406190,1,62,0.4569782967227758,2.7333333333333334,3.466666666666667,2.466666666666667,3.75,3.7,0,-0.5760213808601098,0.3341851883883112,-0.5692812334452332,0.15282241692054951,0.3077362935214812
400,158251,1,2,3,2,4,4,4,3,2,2,1,1,2,2,2,4,3,4,1,4,2,4,4,2,1,2,3,2,3,3,5,4,2,4,4,4,4,3,5,1,4,3,3,4,5,3,2,2,4,4,3,3,3,3,2,2,2,3,2,2,3,2,2,1,2,3,2,2,3,3,4,2,3,2,4,3,4,4,4,4,4,2,2,3,2,3,3,3,4,2,3,3,2,2,2,4,4,5,3,5,4,484291,1,52,-0.24229648481207597,3.1333333333333333,3.2,2.2666666666666666,2.6666666666666665,3.6,0,0.2788188598844142,-0.07791499972368293,-0.9529272820713689,-1.4584767289248934,0.16858163243154103
402,158332,1,5,5,4,5,5,5,3,5,5,1,5,1,5,4,5,5,4,5,5,5,5,5,5,1,5,5,5,4,2,5,5,4,5,5,5,5,5,5,1,5,2,4,4,3,4,4,5,1,1,3,3,3,4,5,3,2,4,4,5,4,2,5,1,2,4,4,3,3,2,3,5,5,1,5,3,2,3,2,1,5,2,3,1,1,5,5,5,4,4,5,5,4,4,4,5,5,5,4,4,4,571573,1,72,1.1562530782576277,2.8,3.4,3.2,4.583333333333333,4.5,0,-0.43354800740268956,0.23116014136031232,0.8374209448505964,1.3922832983401203,1.4209735822410015
406,158854,1,1,5,2,3,1,3,5,2,4,2,3,3,3,1,5,3,4,3,5,5,5,5,2,5,5,3,5,2,4,3,2,1,2,1,1,1,1,5,1,2,3,1,2,2,2,4,3,2,1,2,1,3,4,5,2,1,3,1,2,2,3,3,2,3,4,3,3,3,2,4,3,5,3,2,4,3,5,3,2,4,1,2,2,3,2,2,2,2,2,3,2,2,1,2,3,2,2,1,2,3,1362260,1,33,-1.5709185697282944,3.066666666666667,2.466666666666667,2.466666666666667,4.166666666666667,1.8,0,0.13634548642699398,-1.211190517031667,-0.5692812334452332,0.7725528576303355,-2.33620226718738
407,159262,1,2,4,3,4,3,4,5,5,2,1,1,5,2,2,3,4,4,3,3,4,2,3,4,3,4,5,4,4,3,4,3,4,4,4,4,5,2,5,1,4,3,2,4,1,3,2,4,4,1,4,3,3,4,4,2,5,3,5,3,3,4,2,2,2,2,2,2,2,3,5,1,4,1,4,4,2,3,3,4,3,2,2,2,3,4,3,2,4,4,3,4,5,4,3,4,5,4,5,5,3,575445,1,62,0.4569782967227758,2.8666666666666667,3.066666666666667,2.8,3.5833333333333335,3.7,0,-0.29107463394526845,-0.28396509377968,0.07012884759832506,-0.09506975936336451,0.3077362935214812
408,159346,1,3,4,5,4,3,2,2,4,2,2,4,5,5,4,5,4,4,5,4,4,5,5,4,4,5,5,3,4,4,5,5,5,5,5,5,5,4,5,1,4,4,3,4,4,4,5,5,3,4,5,5,4,4,5,4,2,5,5,4,3,2,4,4,2,2,3,2,2,2,3,3,3,2,3,3,2,3,4,2,4,2,2,1,2,3,5,5,5,3,4,5,4,4,2,4,5,5,4,4,5,640683,1,67,0.8066156874902017,2.6,4.2,3.066666666666667,4.333333333333333,4.7,0,-0.860968127774951,1.4674607056962954,0.5816569124331729,1.020445033914249,1.6992829044208817
410,159529,1,3,2,4,4,3,3,5,5,3,2,3,1,3,4,3,5,4,2,5,5,5,5,4,4,4,4,4,5,2,5,4,4,5,4,4,4,3,5,1,4,4,4,5,4,4,4,4,3,4,3,4,4,4,5,2,3,3,4,3,4,2,3,3,3,2,3,2,3,2,3,2,4,2,3,3,1,2,3,3,3,4,5,4,3,5,4,4,4,3,5,5,3,5,4,5,3,3,3,4,5,452837,1,65,0.6667607311832313,3.0,4.0,2.8,4.25,4.0,0,-0.006127887030427133,1.1583855646122994,0.07012884759832506,0.8964989457722923,0.7252002767913012
411,159733,3,3,3,5,3,2,2,3,5,3,3,3,5,3,3,3,4,5,2,5,3,3,4,3,2,3,5,3,4,3,4,4,5,5,3,3,5,3,5,1,4,4,3,5,5,5,4,5,1,3,3,4,5,5,5,5,5,5,2,3,4,1,5,4,5,4,4,4,4,3,1,2,1,1,2,3,1,2,1,1,1,5,1,4,1,5,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,912613,0,68,0.8765431656436868,1.8,4.066666666666666,3.8666666666666667,3.5,3.9,1,-2.5706486092639995,1.2614106116402977,2.116241106937714,-0.21901584750532185,0.5860456157013609
414,160027,1,3,5,4,4,3,3,1,4,1,2,3,1,2,3,5,3,3,4,4,5,5,5,5,4,5,5,3,5,2,4,3,4,4,4,5,4,4,5,1,4,1,3,5,2,5,2,5,5,1,3,3,3,3,3,3,2,4,4,2,3,2,1,1,2,2,3,2,3,2,3,2,1,2,2,2,1,2,1,4,1,1,3,1,4,3,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,677733,1,59,0.24719586226232027,2.0,3.2,2.4,4.25,3.9,0,-2.1432284888917374,-0.07791499972368293,-0.6971632496539454,0.8964989457722923,0.5860456157013609
418,160468,1,4,4,4,1,3,2,4,2,2,2,2,2,4,2,3,4,2,3,4,3,4,4,4,3,4,4,4,4,3,3,2,4,3,3,4,4,2,4,1,2,2,2,3,3,3,2,3,1,3,2,2,2,2,3,3,2,4,3,4,2,1,5,4,2,4,4,4,3,3,2,2,2,2,2,4,2,3,3,2,3,3,4,4,4,2,4,2,4,3,2,2,3,2,2,1,3,3,2,3,3,751937,0,41,-1.0114987445004129,2.8,2.3333333333333335,3.2,3.5833333333333335,3.2,1,-0.43354800740268956,-1.417240611087664,0.8374209448505964,-0.09506975936336451,-0.38803701192821904
419,160525,1,4,5,5,5,4,2,5,5,3,1,1,1,1,1,5,5,3,1,5,1,3,5,3,1,1,1,2,5,1,5,5,4,5,5,3,4,3,5,1,5,4,4,5,5,4,3,3,2,4,5,5,5,5,5,4,3,5,2,1,4,3,4,1,1,3,4,3,2,3,5,2,3,3,3,4,1,4,3,5,4,3,2,5,5,5,4,5,5,3,4,3,2,4,3,4,3,5,5,3,4,455208,1,62,0.4569782967227758,3.466666666666667,4.266666666666667,2.8666666666666667,2.5833333333333335,4.0,0,0.9911857271715179,1.5704857527242935,0.19801086380703722,-1.58242281706685,0.7252002767913012
